ReviewKey,CheckedAt,Code,Hotel,Author,Rating,RelativeTime,Text
PLB|feb35e9960,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,ปรีญานุช อุสาหะ,,,ลิฟต์เสียตลอดเวลา มาใช้งานเสียความรู้สึก ประเภทการเดินทาง ธุรกิจ ห้องพัก: 1 บริการ: 1 สถานที่ตั้ง: 1 ความปลอดภัย ไม่ดี
PLB|ed1a0d7c7b,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,ประเสริฐ ห้วยหงษ์ทอง,,,โครตจะเริส ที่พักดีมากๆ พนักงานก็น่ารัก ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
PLB|a0e2faf98d,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,Saran Bunmalerd,,,นอนพักได้ หากไม่มีแขกข้างห้องจะสบายหู ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เดินทางลำพัง ห้องพัก: 3 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม คุ้มค่า
PLB|6eb0772322,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,Oat Thanakiad,,,พื้นที่ตั้งของโรงแรมค่อนข้างจำกัดและติดกับตลาด ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 3 บริการ: 4 สถานที่ตั้ง: 2 ไฮไลต์ของโรงแรม คุ้มค่า
PLB|f9e3e207f4,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,Suppasek Ounsamai,,,ลองดูเดี๋ยวรู้เลย ห้องพัก: 1 บริการ: 1 สถานที่ตั้ง: 1
PLB|dc1c2752ec,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,Chariya Thiphathai,,,โรงแรมในห้าง สะดวก สบาย ใกล้แหล่งช้อปปิ้ง ราคาไม่แพง กลุ่มท่องเที่ยว เดินทางลำพัง ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
PLB|d480ca395a,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,Phiranrat rujivorapat,,,ห้องพักสะอาดเดินทางสะดวกมีที่จอดรถ ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 กิจกรรมในบริเวณใกล้เคียง อยู่ใกล้ห้างสรรพสินค้าเดอะมอลล์บางกะปิ ไฮไลต์ของโรงแรม วิวสวย และ คุ้มค่า
PLB|be90b71d34,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,นิยุตเดช แย้มประนิตย์,,,ดีสะดวก สะอาด อยู่ ถนนสีลม  พัฒน์พงษ์ ห้องพัก: 3 บริการ: 3 สถานที่ตั้ง: 3
PLB|a3cc6511b0,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,San Tong,,,ทำเลดี ห้องน่าจะปรับปรุงใหม่ ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เดินทางลำพัง ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ห้องพัก ปรับปรุงใหม่ ไม่มีกลิ่นอัพ กิจกรรมในบริเวณใกล้เคียง ชั้นล่าง เป็นห้าง แต่ปิดไวไปหน่อน ความปลอดภัย มี รปภ 24 ชม ไฮไลต์ของโรงแรม คุ้มค่า
PLB|f101822531,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,TK katekaew,,,มาประชุมสัมนา อาหารโอเค บริการดี ห้องพัก: 3 บริการ: 3 สถานที่ตั้ง: 3
PLB|382f5f5a99,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,Pueng Umaru,,,พนักงานล็อบบี้หน้าไม่รับแขก พูดไม่น่าฟังเลย กลุ่มท่องเที่ยว เดินทางลำพัง ห้องพัก: 5 บริการ: 1 สถานที่ตั้ง: 5
PLB|8575495178,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,Tick Buu,,,พนักงานน่ารักสุภาพชอบค่ะ กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 4 บริการ: 5 สถานที่ตั้ง: 4 ความปลอดภัย ดูแลดีมาก ไฮไลต์ของโรงแรม หรูหรา
PLB|fdb378009a,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,Load Za,,,ทำไมย่อมดีกว่าเก่า สวยหรู ห้องพัก: 3 สถานที่ตั้ง: 3
PLB|672ed3b987,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,May Tarot,,,ที่พักสะอาด ใกล้แหล่งชอปปิ้ง ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 5 บริการ: 3 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม หรูหรา วิวสวย และ คุ้มค่า
PLB|4c4e188408,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,ยอดรัก เเก่นทน,,,รถสวยออกง่าย ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
PLB|cbfe1f05f1,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,Chopetch Thongpha,,,ห้องพักโอเค ห้องพัก: 3 บริการ: 3 สถานที่ตั้ง: 4
PLB|7bd31fb186,2026-06-25 02:50,PLB,Imm Hotel Ladprao Bangkapi Bangkok,thonwall kemthong,,,ใส่ใจดีมากครับ ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 4 บริการ: 4 สถานที่ตั้ง: 5
IRH|75635a37b7,2026-06-25 02:50,IRH,Imperial River House Resort,Art CHUMINTARAJAK,,,หอพักสะอาดกว้างขวาง บรรยากาศดีวิวติดแม่น้ำกก ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 4 สถานที่ตั้ง: 4 ไฮไลต์ของโรงแรม วิวสวย
IRH|4f3fa69a00,2026-06-25 02:50,IRH,Imperial River House Resort,Chanont PICHAISIRI,,,ห้องพักสะอาด อาหารอร่อย ลูกค้าชอบมากครับ ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว คู่รัก ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม หรูหรา วิวสวย เงียบสงบ และ คุ้มค่า
IRH|ce3cc22634,2026-06-25 02:50,IRH,Imperial River House Resort,Sayumporn Srikamin,,,ห้องพักสะอาด​ ห้องกว้างราคาไม่แพง​  พนักงานบริการดีมากๆๆๆ ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 4 ไฮไลต์ของโรงแรม หรูหรา วิวสวย และ เงียบสงบ
IRH|6266075177,2026-06-25 02:50,IRH,Imperial River House Resort,บงกช สงวนพวก,,,ห้องพักสะอาด กว้างขวาง สะดวกสบาย พนักงานเต็มใจบริการมากค่ะ ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 4 ห้องพัก กว้าง สะอาด สงบ ไฮไลต์ของโรงแรม เงียบสงบ
IRH|d999c34d7c,2026-06-25 02:50,IRH,Imperial River House Resort,Papholpat Phanuthanawat,,,ห้องกว้างสะอาด ติดโบราณหน่อย อาหารปริมาณและรสชาติกลางๆ ห้องพัก: 4 บริการ: 3 สถานที่ตั้ง: 3
IRH|9a62c5bd6e,2026-06-25 02:50,IRH,Imperial River House Resort,YaiMai 17,,,ห้องพักสะอาด​ อาหารอร่อย​ สระว่ายน้ำกว้าง❤️ ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IRH|e4aa8e214f,2026-06-25 02:50,IRH,Imperial River House Resort,มานิธ ธนคุณากาญจน์,,,ห้องพักสะอาด​ ในตัวเมืองเดินทางสะดวกบริการดีมาก ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IRH|6dbc6d3f31,2026-06-25 02:50,IRH,Imperial River House Resort,RUTCHAPONG SAN,,,ห้องพักกว้างสะอาด น่าพัก ครั้งหน้าจะมาพักที่นี่อีกแน่นอน ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IRH|2d9a4c6936,2026-06-25 02:50,IRH,Imperial River House Resort,ผู้ใหญ่เดี่ยว,,,ขอให้ตามใจผมเลยชอบเพลงเมือง ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IRH|14f5d39e98,2026-06-25 02:50,IRH,Imperial River House Resort,Noppadol Mutthaphal,,,ห้องพักสวยมากวิวดีมาก ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ห้องพัก ห้องพักสาวมากๆ ไฮไลต์ของโรงแรม หรูหรา วิวสวย โรแมนติก เงียบสงบ เหมาะสำหรับเด็ก และ คุ้มค่า
IRH|1dd9fdddaa,2026-06-25 02:50,IRH,Imperial River House Resort,Thidarat Khemphet,,,ที่พักและบริการยอดเยี่ยม ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม หรูหรา วิวสวย เงียบสงบ และ คุ้มค่า
IRH|e7e013871c,2026-06-25 02:50,IRH,Imperial River House Resort,กรภพ ธัญญกรณ์ภูวดล (กร ศรนารายณ์),,,อาหารสุดยอด ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม หรูหรา วิวสวย เงียบสงบ และ คุ้มค่า
IMC|0ee3559735,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Amorn,,,ห้องอับอากาศไม่ถ่ายเท   น้ำอุ่นไม่ดี ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 1 บริการ: 4 สถานที่ตั้ง: 5
IMC|81850ddb3c,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,ศุภชัย บุญเซ็ก,,,ห้องไม่สะอาดเท่าที่ควร.ไม่เหมาะกับการพักผ่อน ห้องพัก: 2 บริการ: 4 สถานที่ตั้ง: 2
IMC|e4316a33d6,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Chayutra Chairuanka,,,เป็นสถานที่ที่เหมาะสำหรับออกกำลังกาย การบริการดีค่ะ ห้องพัก: 3 บริการ: 3 สถานที่ตั้ง: 3 ไฮไลต์ของโรงแรม เงียบสงบ และ คุ้มค่า
IMC|9007e5b4f5,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,kitisak intasian,,,ถนนภายในรีสอร์ทยังไม่ได้ลาดยางเลย ห้องพัก: 3 บริการ: 3 สถานที่ตั้ง: 3
IMC|b63acc8532,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Wittawadee Sriyapan,,,เงียบสงบ สระว่ายน้ำใหญ่มาก พักสบาย สไตล์รีสอร์ท ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 4 บริการ: 3 สถานที่ตั้ง: 4 ไฮไลต์ของโรงแรม วิวสวย เงียบสงบ เหมาะสำหรับเด็ก และ คุ้มค่า
IMC|ab89db1f3e,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,ธราธิป ลักษณะวิจิตร,,,ดีทุกอย่าง ยกเว้นเรื่องถนนทางเข้าควรปรับปรุงให้ดีด้วยครับ ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ห้องพัก สะอาดดีมาก ความปลอดภัย มีเจ้าหน้าที่ตำรวจมาตรวจรู้สึกปลอดภัย อาหารและเครื่องดื่ม อร่อยดูดีมีระดับ ไฮไลต์ของโรงแรม วิวสวย และ เงียบสงบ
IMC|91d9c9bcb5,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,นิคม บุญโญรส,,,มีสระว่ายน้ำมาตรฐ่าน 16+50 เมตร ห้องพัก: 4 บริการ: 4 สถานที่ตั้ง: 4
IMC|47af012a85,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Wadchanee 10,,,ประทับใจในห้องในและการบริการ เเละ เงียบสงบเป็นส่วนตัว ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 4 ไฮไลต์ของโรงแรม เงียบสงบ
IMC|7c8b25b8cc,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,อนันต์ มาลัย,,,บริเวณโรงแรมกว้างขวาง ร่มรื่น  สระว่ายน้ำใหญ่มาก ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 4 ไฮไลต์ของโรงแรม เงียบสงบ เหมาะสำหรับเด็ก และ คุ้มค่า
IMC|489df5fe66,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Mackie Tammy,,,เก่าไปหน่อยแต่คุ้มค่ากับราคาและมีสระว่ายน้ำให้เล่น ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 3 บริการ: 3 สถานที่ตั้ง: 3
IMC|9675073c6e,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,M Rpsert,,,มที่สามารถ ร่มรื่น ต้นไม้เยอะ อาหารอร่อย สงบ ประเภทการเดินทาง ธุรกิจ ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IMC|5f193f060d,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Hdhjd Gdhjf,,,สะอาดบรรยากาศโรแมนติกมากๆครับ ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IMC|3e9bbd78bf,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Sutilux Tawabut,,,น้ำแรง โฟมแรง ลมเป่าแรง ราคาถูก ทำเลดีครับ ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IMC|b583d87bd1,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,สมพิศ บุญโชติ,,,ดีมาก ห้องพัก: 5 บริการ: 5
IMC|0bb1931b0c,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,รถแดงเชียงใหม่ สองแถวเที่ยวเชียงใหม่,,,ธรรมชาติมากดสำหรับในตัวเมืองเชียงใหม่ครับ ห้องพัก: 4 บริการ: 4 สถานที่ตั้ง: 5
IMC|3a37b97aa9,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Lek Phanvijitsiri,,,บริการดี อาหารเช้าดีครบทุกอย่าง ห้องพัก: 4 บริการ: 4 สถานที่ตั้ง: 3
IMC|f072adca3f,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,PU NA PHA CHOM ปู นา พา ชม,,,ราคาไม่แพง แอร์เย็น นอนสบาย ห้องพัก: 3 บริการ: 3 สถานที่ตั้ง: 3
IMC|785d1a8021,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Hansa Namhom,,,บรรยากาศธรรมชาติดี พนักงานให้บริการดี ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 4 บริการ: 5 สถานที่ตั้ง: 4 ไฮไลต์ของโรงแรม วิวสวย เงียบสงบ และ คุ้มค่า
IMC|0123490ced,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,SPV Cafe,,,บรรกาศดี ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IMC|ce63a81efb,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,Saran Chaiyakut,,,5ดาว โดยแท้ ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IMC|4fed6d22f3,2026-06-25 02:50,IMC,Imperial Chiang Mai Resort and Sport Club,phimphisa Kittimahacharoen,,,บรรยากาศสงบ ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม วิวสวย และ เงียบสงบ
CHH|76fdeb0375,2026-06-25 02:50,CHH,CH Hotel Chiang Mai,กัญญาวรรณ วิวัฒน์ทรงชัย,,,ห้องพักสะอาด สดวกในการเดินทาง ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 4 ไฮไลต์ของโรงแรม คุ้มค่า
CHH|607a43789c,2026-06-25 02:50,CHH,CH Hotel Chiang Mai,เกษสุดา ยิ้มประสาททอง,,,โดยรวมก็โอเครนะค่ะ ด้านหลังที่พักมีตลาดค่ำ ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 4 บริการ: 3 สถานที่ตั้ง: 4 ห้องพัก ที่พักพอใช้ได้ สะอาด ไฮไลต์ของโรงแรม คุ้มค่า
CHH|3346236f4a,2026-06-25 02:50,CHH,CH Hotel Chiang Mai,Kaland Adame,,,สะดวกสบาย อาหารอร่อย ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม คุ้มค่า
CHH|6c65b04215,2026-06-25 02:50,CHH,CH Hotel Chiang Mai,ศศิชา กรานมูล,,,ทุกอย่างดี  ห้องพีกสะอาด แาหารอร่อย ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
CHH|2bab0b4978,2026-06-25 02:50,CHH,CH Hotel Chiang Mai,วศ.วรัท มาดีประเสริฐ,,,หลังโรงแรม คือ ตลาดไนท์บาร์ซ่าร์ ห้องพัก: 3 บริการ: 3 สถานที่ตั้ง: 5
CHH|bfbb14bb9f,2026-06-25 02:50,CHH,CH Hotel Chiang Mai,กมลภพ กรานมูล,,,ห้องพักสะอาด มีอาหารนานาชาติ. ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 4 บริการ: 4 สถานที่ตั้ง: 3
CHH|4b68ca738a,2026-06-25 02:50,CHH,CH Hotel Chiang Mai,PRS Wako,,,สะดวกครับ ห้องพัก: 4 บริการ: 5 สถานที่ตั้ง: 5
CHH|336cd850e4,2026-06-25 02:50,CHH,CH Hotel Chiang Mai,สิทธิชัย มูสิกรังศรี,,,เงียบสงบคับบรรยากาศดี ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
CHH|3fdc753812,2026-06-25 02:50,CHH,CH Hotel Chiang Mai,Trip.com Member,,,โรงแรมสะอาดมากและบริการก็เป็นที่น่าพอใจ สิ่งอำนวยความสะดวกอยู่ในระดับปานกลาง แต่เมื่อเทียบกับราคาแล้วถือว่าคุ้มค่ามาก ตลาดกลางคืนอยู่ติดกับโรงแรม ซึ่งสะดวกมาก คุณสามารถหาอาหารและเครื่องดื่มได้ในระยะเดินไม่ไกล
ITC|e963391dc1,2026-06-25 02:50,ITC,Imm Hotel Thapae,THATPHONG THEPCHA,,,โดยรวมแล้ว ดีเลย ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ห้องพัก ดี สะอาด เรียบร้อย ความสามารถเดินได้ ทั่วไป ไฮไลต์ของโรงแรม คุ้มค่า
ITC|fff92356e2,2026-06-25 02:50,ITC,Imm Hotel Thapae,Somchai Sansomboonsuk,,,โรงแรมอยู่ตำแหน่งที่ดี มีลานจอดรถพอสมควร ห้องพักสะอาด ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว คู่รัก ห้องพัก: 3 บริการ: 1 สถานที่ตั้ง: 5
ITC|76e3bef877,2026-06-25 02:50,ITC,Imm Hotel Thapae,Wilaiwan Sriwandee,,,ดีมากค่ะ ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว เพื่อน ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม โรแมนติก และ คุ้มค่า
ITC|e3aad63557,2026-06-25 02:50,ITC,Imm Hotel Thapae,Nueng Ct.,,,"ใกล้ถนนคนเดิน, เตียงดี หมอนสูงไป, ห้องน้ำกว้าง, มีที่จอดรถ ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม คุ้มค่า"
ITC|f7c071539d,2026-06-25 02:50,ITC,Imm Hotel Thapae,Supanna Khamrak,,,บริการดี ห้องพักสะอาดค่ะ ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
ITC|d3d479b693,2026-06-25 02:50,ITC,Imm Hotel Thapae,วนิรา พุ่มฉัตร,,,ที่จอดรถสะดวกตรงข้ามประตูท่าแพมีร้านฟาสฟู๊ดอยู่กน้าโรงแรม ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 4 บริการ: 4 สถานที่ตั้ง: 5
ITC|7e52d44fe1,2026-06-25 02:50,ITC,Imm Hotel Thapae,Art Wang,,,ดีมากๆ ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
ITC|840e4a376b,2026-06-25 02:50,ITC,Imm Hotel Thapae,Nichapatree Kanchana (TREE),,,ที่จอดรถอยู่ด้านหลัง  ทางเข้าเดียวกับแมคโดนัล ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
ITC|ce35dcdd6e,2026-06-25 02:50,ITC,Imm Hotel Thapae,WITAYA - BANK - 陈银行 TANGKITPHATIKUL,,,ห้องสวยมากครับ ทำเลดี ตรงข้ามประตูท่าแพ ใจกลางเมืองเลยครับ ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
ITC|382c12f512,2026-06-25 02:50,ITC,Imm Hotel Thapae,Aced 4V,,,ห้องพักดีแต่ที่จอดรถน้อยมาก ห้องพัก: 5 บริการ: 4 สถานที่ตั้ง: 5
ITC|67bd8f8b08,2026-06-25 02:50,ITC,Imm Hotel Thapae,Krydtin Rojwarawat,,,พื้นห้องมีฝุ่นเยอะมาก ห้องน้ำมีกลิ่นนิดๆ ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว คู่รัก ห้องพัก: 3 สถานที่ตั้ง: 5
ITC|4c7453ff3c,2026-06-25 02:50,ITC,Imm Hotel Thapae,Malee Panlam Lekzaa,,,เตียงนุ่มนอนสบาย แอร์เย็นฉ่ำ อาหารเช้าอร่อย ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม คุ้มค่า
ITC|55c47f5a10,2026-06-25 02:50,ITC,Imm Hotel Thapae,Surud Soudon,,,วิวดีต้องห้อง 331 มีที่จอดรถด้านหลังสะดวกสะบาย ประเภทการเดินทาง ธุรกิจ กลุ่มท่องเที่ยว คู่รัก ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม วิวสวย และ เงียบสงบ
ITC|05c8c7194b,2026-06-25 02:50,ITC,Imm Hotel Thapae,WhaWha TheinThein,,,โรงแรมเชียงใหม่ ประตูท่าแพ ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
ITC|3be3173e53,2026-06-25 02:50,ITC,Imm Hotel Thapae,tachasit tunsakul,,,ที่พักสะอาดอยู่ติดประตูท่าแพ ชั้นแรกมีMax ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
ITC|f6bbb692db,2026-06-25 02:50,ITC,Imm Hotel Thapae,ธนกร ธีระสุคนธ์,,,ปลั๊กไฟน่าจะมีเพิ่มให้อีกตรงข้างที่นอน ห้องพัก: 4 บริการ: 4 สถานที่ตั้ง: 4
ITC|cadf9bcc0d,2026-06-25 02:50,ITC,Imm Hotel Thapae,จรรยารักษ์ พรมรินทร์,,,ห้องพักอยู่ใกล้ประตูท่าแพและอยู่ใกล้แหล่งอาหาร ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว เดินทางลำพัง ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม เงียบสงบ
IPL|fcb2f96f01,2026-06-25 02:50,IPL,Imperial Hotel Convention Center Phitsanulok,Meji Mettawong,,,ดีมากค่ะะ สระว่ายน้ำใหญ่สนุกมากกก✌🏻🤟🏻 ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IPL|1b26cfd4f8,2026-06-25 02:50,IPL,Imperial Hotel Convention Center Phitsanulok,สุดใจ คําเลิศ,,,ห้องพักสะอาด พนักงานบริการดีมาก สระว่ายน้ำสวย ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IPL|e0459a3e58,2026-06-25 02:50,IPL,Imperial Hotel Convention Center Phitsanulok,tidnara จันสลี,,,โรงแรมสวยครับ มีสมาร์ททีวีด้วย ประเภทการเดินทาง วันหยุดพักผ่อน
IPL|0ab2cfded2,2026-06-25 02:50,IPL,Imperial Hotel Convention Center Phitsanulok,Suradech T.,,,ห้องสะอาด บรรยากาศดี เหมาะสำหรับการพักมากครับ กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม หรูหรา วิวสวย โรแมนติก เงียบสงบ เหมาะสำหรับเด็ก และ คุ้มค่า
IPL|8844bb8377,2026-06-25 02:50,IPL,Imperial Hotel Convention Center Phitsanulok,Tanaporn Hontong,,,อาหารเช้าหลากหลาย สระว่ายน้ำใหญ่ พนักงานบริการดีมาก ประเภทการเดินทาง วันหยุดพักผ่อน กลุ่มท่องเที่ยว ครอบครัว ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5 ไฮไลต์ของโรงแรม หรูหรา วิวสวย เงียบสงบ และ คุ้มค่า
IPL|cff2838c77,2026-06-25 02:50,IPL,Imperial Hotel Convention Center Phitsanulok,Livingmuseum pichetchantarathiparak,,,อากาศดี บรรยากาศดี เค้กและเครื่องดื่มอร่อย บริการ: 5 สถานที่ตั้ง: 5
IPL|6add5dae3d,2026-06-25 02:50,IPL,Imperial Hotel Convention Center Phitsanulok,ธิดารัตน์,,,ห้องพักสะอาด พนักงานบริการดีมาก สระว่ายน้ำใหญ่มาก แนะนำค่ะ ห้องพัก: 5 บริการ: 5 สถานที่ตั้ง: 5
IPL|ef06a711ff,2026-06-25 02:50,IPL,Imperial Hotel Convention Center Phitsanulok,IWARIN i,,,สะอาด ราคาดี อาหารอร่อย อาหารเข้าเยอะ ห้องพัก: 4 บริการ: 4 สถานที่ตั้ง: 4
